"id","amount","decision_date","year","donor","recipient","emergency_id","appeal_id","status","is_allocation","project_code","appeal_title","emergency_title"
224939,28377199,"2014-10-23T00:00:00",2015,"European Commission's Humanitarian Aid and Civil Protection Department","UN Agencies, NGOs and/or Red Cross (details not yet provided)",16524,0,"Commitment",0,NA,NA,"Sudan 2015"
224931,326087,"2015-02-17T00:00:00",2015,"Switzerland","Office for the Coordination of Humanitarian Affairs",16524,1068,"Pledge",0,"SUD-15/CSS/74619/119","Sudan 2015","Sudan 2015"
224564,720000,"2015-02-04T00:00:00",2015,"Allocation of unearmarked funds by OCHA","Office for the Coordination of Humanitarian Affairs",16524,1068,"Paid contribution",0,"SUD-15/CSS/74619/119","Sudan 2015","Sudan 2015"
224746,5e+05,"2015-02-12T00:00:00",2015,"United States of America","Food & Agriculture Organization of the United Nations",16524,1068,"Commitment",0,"SUD-15/F/74652/123","Sudan 2015","Sudan 2015"
224747,5e+05,"2015-02-12T00:00:00",2015,"United States of America","Food & Agriculture Organization of the United Nations",16524,1068,"Commitment",0,"SUD-15/F/74652/123","Sudan 2015","Sudan 2015"
224749,3500000,"2015-02-12T00:00:00",2015,"United States of America","World Food Programme",16524,0,"Commitment",0,NA,NA,"Sudan 2015"
224750,5e+05,"2015-02-12T00:00:00",2015,"United States of America","World Food Programme",16524,1068,"Commitment",0,"SUD-15/CSS/74038/561","Sudan 2015","Sudan 2015"
224751,765603,"2015-02-12T00:00:00",2015,"United States of America","Various Recipients (details not yet provided)",16524,0,"Commitment",0,NA,NA,"Sudan 2015"
224711,6200000,"2015-02-09T00:00:00",2015,"United States of America","United Nations High Commissioner for Refugees",16524,1068,"Pledge",0,"SUD-15/MS/75074/120","Sudan 2015","Sudan 2015"
223905,250000,"2015-01-20T00:00:00",2015,"United States of America","Office for the Coordination of Humanitarian Affairs",16524,1068,"Pledge",0,"SUD-15/CSS/74619/119","Sudan 2015","Sudan 2015"
223906,5e+05,"2015-01-20T00:00:00",2015,"United States of America","Office for the Coordination of Humanitarian Affairs",16524,1068,"Pledge",0,"SUD-15/CSS/74619/119","Sudan 2015","Sudan 2015"
224406,501327,"2015-01-01T00:00:00",2015,"Carry-over (donors not specified)","Office for the Coordination of Humanitarian Affairs",16524,1068,"Paid contribution",0,"SUD-15/CSS/74619/119","Sudan 2015","Sudan 2015"
223745,899286,"2015-01-14T00:00:00",2015,"Saudi Arabia (Kingdom of)","Bilateral (affected government)",16524,0,"Paid contribution",0,NA,NA,"Sudan 2015"
224748,1500000,"2015-02-12T00:00:00",2015,"United States of America","United Nations Children's Fund",16524,1068,"Commitment",0,"SUD-15/H/74957/124","Sudan 2015","Sudan 2015"
