"id","amount","decision_date","year","donor","recipient","emergency_id","appeal_id","status","is_allocation","project_code","appeal_title","emergency_title"
225010,28855600,"2015-02-19T00:00:00",2015,"United States of America","World Food Programme",16518,1063,"Pledge",0,"SOM-15/F/71568/561","Somalia 2015","Somalia 2015"
224999,5e+05,"2015-02-04T00:00:00",2015,"United States of America","World Food Programme",16518,1063,"Commitment",0,"SOM-15/F/71568/561","Somalia 2015","Somalia 2015"
224933,326087,"2015-02-17T00:00:00",2015,"Switzerland","Office for the Coordination of Humanitarian Affairs",16518,1063,"Pledge",0,"SOM-15/CSS/72142/119","Somalia 2015","Somalia 2015"
221764,783699,"2014-12-29T00:00:00",2015,"United Kingdom ","Office for the Coordination of Humanitarian Affairs",16518,1063,"Commitment",0,"SOM-15/CSS/72142/119","Somalia 2015","Somalia 2015"
224025,12256200,"2015-01-01T00:00:00",2015,"Carry-over (donors not specified)","Common Humanitarian Fund",16518,1063,"Paid contribution",0,"SOM-15/SNYS/77965/7622","Somalia 2015","Somalia 2015"
224400,4739336,"2014-12-09T00:00:00",2015,"United Kingdom ","International Committee of the Red Cross",16518,0,"Commitment",0,NA,NA,"Somalia 2015"
224880,920210,"2015-02-12T00:00:00",2015,"Germany","Humedica",16518,0,"Commitment",0,NA,NA,"Somalia 2015"
223333,6319115,"2014-12-09T00:00:00",2015,"United Kingdom ","International Committee of the Red Cross",16518,0,"Commitment",0,NA,NA,"Somalia 2015"
223904,1500000,"2015-01-20T00:00:00",2015,"United States of America","Office for the Coordination of Humanitarian Affairs",16518,1063,"Pledge",0,"SOM-15/CSS/72142/119","Somalia 2015","Somalia 2015"
224408,31964,"2015-01-01T00:00:00",2015,"Carry-over (donors not specified)","Office for the Coordination of Humanitarian Affairs",16518,1063,"Paid contribution",0,"SOM-15/CSS/72142/119","Somalia 2015","Somalia 2015"
224407,311258,"2015-01-01T00:00:00",2015,"Carry-over (donors not specified)","Office for the Coordination of Humanitarian Affairs",16518,1063,"Paid contribution",0,"SOM-15/CSS/72142/119","Somalia 2015","Somalia 2015"
215616,34244731,"2013-11-08T00:00:00",2015,"United Kingdom ","NGO Consortium",16518,0,"Pledge",0,NA,NA,"Somalia 2015"
215619,14358586,"2013-11-08T00:00:00",2015,"United Kingdom ","NGO Consortium",16518,0,"Pledge",0,NA,NA,"Somalia 2015"
215621,10343013,"2014-10-29T00:00:00",2015,"United Kingdom ","Food & Agriculture Organization of the United Nations",16518,0,"Pledge",0,NA,NA,"Somalia 2015"
224026,2028517,"2015-01-20T00:00:00",2015,"Common Humanitarian Fund","Office for the Coordination of Humanitarian Affairs",16518,1063,"Pledge",1,"SOM-15/CSS/72142/119","Somalia 2015","Somalia 2015"
