"id","amount","decision_date","year","donor","recipient","emergency_id","appeal_id","status","is_allocation","project_code","appeal_title","emergency_title"
222631,619579,"2014-12-12T00:00:00",2015,"Ireland","Emergency Response Fund (OCHA)",16519,0,"Paid contribution",0,NA,NA,"Yemen 2015"
224838,3200000,"2015-02-13T00:00:00",2015,"United States of America","International Medical Corps",16519,0,"Commitment",0,NA,NA,"Yemen 2015"
224839,3213065,"2015-02-13T00:00:00",2015,"United States of America","Mercy Corps ",16519,0,"Commitment",0,NA,NA,"Yemen 2015"
225023,11913718,"2015-01-01T00:00:00",2015,"Carry-over (donors not specified)","Emergency Response Fund (OCHA)",16519,0,"Paid contribution",0,NA,NA,"Yemen 2015"
225004,3213065,"2015-01-09T00:00:00",2015,"United States of America","Various Recipients (details not yet provided)",16519,0,"Commitment",0,NA,NA,"Yemen 2015"
224923,434783,"2015-02-17T00:00:00",2015,"Switzerland","Office for the Coordination of Humanitarian Affairs",16519,0,"Pledge",0,NA,NA,"Yemen 2015"
223556,31525851,"2014-11-07T00:00:00",2015,"European Commission's Humanitarian Aid and Civil Protection Department","UN Agencies, NGOs and/or Red Cross (details not yet provided)",16519,0,"Commitment",0,NA,NA,"Yemen 2015"
224357,54126,"2015-01-16T00:00:00",2015,"Sweden","Swedish Civil Contingencies Agency (MSB)",16519,0,"Commitment",0,NA,NA,"Yemen 2015"
217411,1773477,"2014-06-01T00:00:00",2015,"United Kingdom ","CARE International",16519,0,"Commitment",0,NA,NA,"Yemen 2015"
217416,1368452,"2014-02-01T00:00:00",2015,"United Kingdom ","CARE International",16519,0,"Commitment",0,NA,NA,"Yemen 2015"
223077,1638002,"2015-01-13T00:00:00",2015,"Denmark","Emergency Response Fund (OCHA)",16519,0,"Paid contribution",0,NA,NA,"Yemen 2015"
225003,19517,"2015-02-12T00:00:00",2015,"United States of America","Various Recipients (details not yet provided)",16519,0,"Commitment",0,NA,NA,"Yemen 2015"
217861,2194865,"2014-06-30T00:00:00",2015,"United States of America","Agency for Technical Cooperation and Development",16519,0,"Paid contribution",0,NA,NA,"Yemen 2015"
224840,19517,"2015-02-13T00:00:00",2015,"United States of America","Various Recipients (details not yet provided)",16519,0,"Commitment",0,NA,NA,"Yemen 2015"
224403,548304,"2015-01-01T00:00:00",2015,"Carry-over (donors not specified)","Emergency Response Fund (OCHA)",16519,0,"Paid contribution",0,NA,NA,"Yemen 2015"
